t,pow,rpm
262,2.06,2.48e+03
263,2.06,2.48e+03
264,2.07,2.48e+03
265,2.06,2.48e+03
266,2.06,2.48e+03
267,2.05,2.47e+03
268,2.06,2.47e+03
269,2.06,2.47e+03
270,2.06,2.47e+03
271,2.06,2.49e+03
272,2.06,2.48e+03
273,2.05,2.47e+03
274,2.06,2.48e+03
275,2.06,2.47e+03
276,2.06,2.47e+03
277,2.06,2.48e+03
278,2.06,2.48e+03
279,2.06,2.47e+03
280,2.06,2.49e+03
281,2.06,2.48e+03
282,2.06,2.47e+03
283,2.06,2.47e+03
284,2.05,2.49e+03
285,2.06,2.48e+03
286,2.06,2.47e+03
287,2.06,2.49e+03
288,2.06,2.47e+03
289,2.06,2.49e+03
290,2.06,2.49e+03
291,2.06,2.48e+03
292,2.06,2.49e+03
293,2.06,2.49e+03
294,2.06,2.49e+03
295,2.07,2.48e+03
296,2.06,2.48e+03
297,2.06,2.48e+03
298,2.06,2.48e+03
299,2.06,2.48e+03
300,2.06,2.48e+03
301,2.06,2.48e+03
302,2.06,2.48e+03
303,2.07,2.47e+03
304,2.06,2.46e+03
305,2.06,2.46e+03
306,2.07,2.47e+03
307,2.06,2.47e+03
308,2.06,2.46e+03
309,2.06,2.48e+03
310,2.06,2.49e+03
311,2.06,2.48e+03
312,2.06,2.49e+03
313,2.06,2.49e+03
314,2.06,2.49e+03
315,2.06,2.49e+03
316,2.06,2.48e+03
317,2.06,2.48e+03
318,2.06,2.49e+03
319,2.06,2.48e+03
320,2.06,2.48e+03
321,2.06,2.47e+03
322,2.06,2.47e+03
323,2.06,2.48e+03
324,2.07,2.47e+03
325,2.05,2.49e+03
326,2.06,2.48e+03
327,2.06,2.48e+03
328,2.06,2.48e+03
329,2.06,2.49e+03
330,2.06,2.49e+03
331,2.06,2.49e+03
332,2.06,2.49e+03
333,2.06,2.49e+03
334,2.06,2.5e+03
335,2.06,2.49e+03
336,2.06,2.49e+03
337,2.05,2.49e+03
338,2.06,2.49e+03
339,2.06,2.48e+03
340,2.05,2.49e+03
341,2.06,2.48e+03
342,2.06,2.48e+03
343,2.06,2.47e+03
344,2.05,2.46e+03
345,2.06,2.46e+03
346,2.06,2.47e+03
347,2.06,2.49e+03
348,2.06,2.49e+03
349,2.06,2.48e+03
350,2.06,2.49e+03
351,2.06,2.49e+03
352,2.06,2.49e+03
353,2.06,2.49e+03
354,2.06,2.49e+03
355,2.06,2.47e+03
356,2.06,2.48e+03
357,2.06,2.48e+03
358,2.06,2.48e+03
359,2.06,2.49e+03
360,2.06,2.49e+03
361,1.99,2.49e+03
362,1.99,2.49e+03
363,1.98,2.49e+03
364,1.99,2.48e+03
365,1.99,2.47e+03
366,1.98,2.48e+03
367,1.98,2.49e+03
368,1.99,2.48e+03
369,1.99,2.48e+03
370,1.99,2.49e+03
371,1.99,2.49e+03
372,1.98,2.49e+03
373,1.97,2.48e+03
374,1.99,2.46e+03
375,1.99,2.47e+03
376,1.99,2.47e+03
377,1.99,2.46e+03
378,1.99,2.48e+03
379,2,2.48e+03
380,1.99,2.49e+03
381,1.99,2.48e+03
382,1.99,2.49e+03
383,1.99,2.48e+03
384,1.99,2.49e+03
385,1.98,2.48e+03
386,1.99,2.48e+03
387,2,2.49e+03
388,2,2.49e+03
389,1.98,2.49e+03
390,1.99,2.49e+03
391,1.99,2.49e+03
392,1.99,2.48e+03
393,1.98,2.48e+03
394,1.98,2.48e+03
395,2,2.46e+03
396,1.99,2.47e+03
397,1.99,2.45e+03
398,1.98,2.46e+03
399,1.99,2.45e+03
400,1.98,2.45e+03
401,2,2.45e+03
402,2,2.47e+03
403,1.99,2.49e+03
404,1.99,2.47e+03
405,1.98,2.49e+03
406,2,2.47e+03
407,1.99,2.49e+03
408,1.99,2.49e+03
409,1.98,2.48e+03
410,1.99,2.49e+03
411,1.99,2.49e+03
412,1.99,2.49e+03
413,1.98,2.48e+03
414,1.99,2.47e+03
415,1.99,2.48e+03
416,1.98,2.48e+03
417,2,2.46e+03
418,1.98,2.47e+03
419,1.99,2.47e+03
420,1.98,2.46e+03
421,1.98,2.46e+03
422,1.99,2.46e+03
423,1.99,2.46e+03
424,1.99,2.46e+03
425,1.98,2.48e+03
426,2,2.49e+03
427,1.98,2.49e+03
428,1.99,2.49e+03
429,1.99,2.49e+03
430,1.99,2.49e+03
431,1.98,2.49e+03
432,1.98,2.49e+03
433,1.99,2.48e+03
434,1.98,2.49e+03
435,1.98,2.48e+03
436,2.01,2.46e+03
437,1.99,2.45e+03
438,1.98,2.48e+03
439,1.99,2.49e+03
440,1.98,2.47e+03
441,1.99,2.45e+03
442,1.99,2.45e+03
443,1.99,2.47e+03
444,1.98,2.47e+03
445,2,2.48e+03
446,2,2.48e+03
447,1.97,2.49e+03
448,1.98,2.49e+03
449,1.98,2.49e+03
450,2.01,2.49e+03
451,1.98,2.49e+03
452,1.99,2.48e+03
453,1.99,2.48e+03
454,1.99,2.47e+03
455,1.99,2.47e+03
456,1.99,2.46e+03
457,2,2.47e+03
458,2,2.47e+03
459,1.98,2.45e+03
460,1.99,2.48e+03
461,1.99,2.48e+03
462,1.99,2.46e+03
463,1.98,2.48e+03
464,1.99,2.47e+03
465,1.97,2.47e+03
466,1.99,2.47e+03
467,2,2.48e+03
468,1.98,2.47e+03
469,1.99,2.48e+03
470,1.98,2.49e+03
471,1.99,2.49e+03
472,1.98,2.49e+03
473,1.98,2.49e+03
474,1.98,2.49e+03
475,1.98,2.48e+03
476,2,2.49e+03
477,1.98,2.49e+03
478,1.98,2.48e+03
479,2,2.47e+03
480,1.98,2.48e+03
481,1.99,2.48e+03
482,1.99,2.48e+03
483,1.99,2.46e+03
484,1.98,2.46e+03
485,1.99,2.47e+03
486,1.99,2.46e+03
487,1.98,2.46e+03
488,1.99,2.46e+03
489,1.99,2.46e+03
490,1.98,2.48e+03
491,1.99,2.49e+03
492,1.99,2.49e+03
493,1.98,2.49e+03
494,1.98,2.49e+03
495,1.99,2.49e+03
496,1.99,2.49e+03
497,1.97,2.49e+03
498,1.99,2.49e+03
499,1.99,2.48e+03
500,1.98,2.46e+03
501,1.98,2.47e+03
502,1.99,2.48e+03
503,1.98,2.46e+03
504,2,2.45e+03
505,1.99,2.45e+03
506,2,2.46e+03
507,1.98,2.46e+03
508,2,2.47e+03
509,1.99,2.49e+03
510,1.99,2.49e+03
511,2,2.49e+03
512,1.99,2.49e+03
513,1.98,2.49e+03
514,1.99,2.49e+03
515,1.98,2.49e+03
516,2,2.45e+03
517,2,2.47e+03
518,1.99,2.47e+03
519,1.98,2.47e+03
520,1.97,2.49e+03
521,1.99,2.49e+03
522,1.99,2.49e+03
523,1.97,2.49e+03
524,1.99,2.49e+03
525,1.98,2.48e+03
526,1.99,2.49e+03
527,1.97,2.48e+03
528,1.98,2.48e+03
529,1.99,2.47e+03
530,1.98,2.46e+03
531,1.99,2.46e+03
532,2.01,2.46e+03
533,1.99,2.45e+03
534,1.99,2.46e+03
535,1.99,2.46e+03
536,1.98,2.46e+03
537,1.98,2.46e+03
538,1.97,2.48e+03
539,1.98,2.49e+03
540,1.98,2.49e+03
541,1.98,2.48e+03
542,1.99,2.49e+03
543,1.99,2.49e+03
544,1.99,2.49e+03
545,2,2.49e+03
546,1.99,2.47e+03
547,1.99,2.48e+03
548,2,2.47e+03
549,1.98,2.48e+03
550,1.99,2.46e+03
551,2,2.48e+03
552,1.98,2.47e+03
553,2,2.48e+03
554,2,2.47e+03
555,1.99,2.45e+03
556,1.99,2.45e+03
557,1.97,2.49e+03
558,1.99,2.48e+03
559,1.99,2.5e+03
560,1.98,2.49e+03
561,1.98,2.49e+03
562,1.99,2.49e+03
563,1.98,2.49e+03
564,1.98,2.49e+03
565,1.98,2.49e+03
566,1.99,2.47e+03
567,2,2.47e+03
568,1.98,2.48e+03
569,1.98,2.47e+03
570,1.99,2.46e+03
571,1.98,2.47e+03
572,2,2.46e+03
573,1.98,2.46e+03
574,1.99,2.45e+03
575,2,2.45e+03
576,1.98,2.45e+03
577,2,2.48e+03
578,1.98,2.48e+03
579,1.99,2.47e+03
580,1.99,2.49e+03
581,1.98,2.49e+03
582,1.99,2.49e+03
583,1.99,2.49e+03
584,1.98,2.48e+03
585,1.99,2.47e+03
586,2,2.46e+03
587,1.98,2.48e+03
588,1.97,2.48e+03
589,1.99,2.49e+03
590,1.98,2.47e+03
591,1.99,2.49e+03
592,1.99,2.49e+03
593,1.99,2.49e+03
594,1.99,2.48e+03
595,1.99,2.48e+03
596,1.99,2.47e+03
597,1.98,2.46e+03
598,2,2.45e+03
599,1.99,2.47e+03
600,1.99,2.46e+03
601,1.99,2.46e+03
602,1.99,2.46e+03
603,2,2.45e+03
604,1.98,2.46e+03
605,1.99,2.45e+03
606,1.99,2.46e+03
607,1.99,2.48e+03
608,1.99,2.49e+03
609,2,2.49e+03
610,1.99,2.49e+03
611,1.99,2.49e+03
612,1.99,2.49e+03
613,2,2.49e+03
614,1.99,2.47e+03
615,1.99,2.48e+03
616,1.99,2.47e+03
617,1.99,2.47e+03
618,1.98,2.49e+03
619,2,2.47e+03
620,1.99,2.47e+03
621,1.99,2.48e+03
622,1.99,2.48e+03
623,1.99,2.47e+03
624,1.99,2.48e+03
625,2,2.47e+03
626,1.99,2.46e+03
627,1.99,2.46e+03
628,1.98,2.46e+03
629,1.98,2.48e+03
630,2,2.46e+03
631,1.99,2.47e+03
632,2,2.46e+03
633,1.98,2.47e+03
634,2,2.45e+03
635,1.98,2.46e+03
636,1.99,2.48e+03
637,2,2.49e+03
638,1.98,2.49e+03
639,2,2.49e+03
640,1.99,2.5e+03
641,1.99,2.49e+03
642,1.99,2.49e+03
643,1.99,2.49e+03
644,2,2.48e+03
645,1.98,2.47e+03
646,1.98,2.46e+03
647,1.98,2.46e+03
648,1.99,2.46e+03
649,1.99,2.46e+03
650,1.99,2.46e+03
651,1.99,2.46e+03
652,1.99,2.44e+03
653,1.99,2.46e+03
654,2,2.47e+03
655,1.99,2.48e+03
656,1.99,2.47e+03
657,1.99,2.49e+03
658,1.99,2.48e+03
659,1.97,2.47e+03
660,1.99,2.49e+03
661,1.97,2.47e+03
662,1.99,2.48e+03
663,1.99,2.47e+03
664,1.98,2.48e+03
665,1.98,2.48e+03
666,2,2.49e+03
667,1.98,2.49e+03
668,1.99,2.48e+03
669,1.98,2.47e+03
670,1.99,2.48e+03
671,1.98,2.48e+03
672,1.98,2.46e+03
673,1.99,2.46e+03
674,1.99,2.46e+03
675,1.99,2.46e+03
676,1.98,2.46e+03
677,1.99,2.45e+03
678,1.98,2.45e+03
679,2,2.45e+03
680,1.99,2.46e+03
681,2,2.46e+03
682,2,2.48e+03
683,1.99,2.47e+03
684,1.98,2.48e+03
685,1.97,2.48e+03
686,1.98,2.47e+03
687,1.99,2.49e+03
688,1.99,2.48e+03
689,1.99,2.48e+03
690,2.01,2.49e+03
691,1.99,2.46e+03
692,1.98,2.48e+03
693,1.99,2.46e+03
694,1.99,2.48e+03
695,1.97,2.47e+03
696,2,2.47e+03
697,1.99,2.47e+03
698,2,2.45e+03
699,1.98,2.45e+03
700,1.99,2.45e+03
701,1.98,2.45e+03
702,2,2.45e+03
703,1.99,2.44e+03
704,1.99,2.45e+03
705,1.98,2.45e+03
706,1.99,2.46e+03
707,1.98,2.48e+03
708,1.97,2.49e+03
709,1.98,2.49e+03
710,1.98,2.49e+03
711,2,2.48e+03
712,1.98,2.47e+03
713,1.99,2.48e+03
714,1.99,2.45e+03
715,2,2.45e+03
716,1.99,2.47e+03
717,1.99,2.46e+03
718,2,2.48e+03
719,1.98,2.48e+03
720,1.99,2.46e+03
721,1.88,2.48e+03
722,1.89,2.46e+03
723,1.89,2.46e+03
724,1.88,2.46e+03
725,1.89,2.46e+03
726,1.89,2.47e+03
727,1.9,2.46e+03
728,1.9,2.46e+03
729,1.88,2.48e+03
730,1.89,2.46e+03
731,1.89,2.47e+03
732,1.89,2.45e+03
733,1.89,2.46e+03
734,1.9,2.46e+03
735,1.89,2.45e+03
736,1.9,2.45e+03
737,1.88,2.45e+03
738,1.9,2.45e+03
739,1.88,2.45e+03
740,1.88,2.45e+03
741,1.89,2.44e+03
742,1.88,2.45e+03
743,1.9,2.46e+03
744,1.89,2.46e+03
745,1.89,2.46e+03
746,1.9,2.46e+03
747,1.9,2.48e+03
748,1.88,2.46e+03
749,1.89,2.45e+03
750,1.88,2.46e+03
751,1.89,2.46e+03
752,1.9,2.45e+03
753,1.9,2.45e+03
754,1.88,2.45e+03
755,1.91,2.44e+03
756,1.88,2.45e+03
757,1.9,2.45e+03
758,1.9,2.44e+03
759,1.91,2.43e+03
760,1.88,2.44e+03
761,1.89,2.45e+03
762,1.9,2.45e+03
763,1.89,2.45e+03
764,1.9,2.46e+03
765,1.88,2.46e+03
766,1.91,2.45e+03
767,1.88,2.46e+03
768,1.87,2.46e+03
769,1.9,2.46e+03
770,1.89,2.46e+03
771,1.91,2.46e+03
772,1.89,2.45e+03
773,1.89,2.46e+03
774,1.89,2.45e+03
775,1.88,2.44e+03
776,1.89,2.43e+03
777,1.91,2.44e+03
778,1.89,2.43e+03
779,1.89,2.44e+03
780,1.89,2.44e+03
781,1.89,2.42e+03
782,1.89,2.43e+03
783,1.9,2.44e+03
784,1.89,2.45e+03
785,1.91,2.44e+03
786,1.9,2.44e+03
787,1.89,2.45e+03
788,1.9,2.45e+03
789,1.88,2.45e+03
790,1.89,2.46e+03
791,1.89,2.45e+03
792,1.87,2.44e+03
793,1.89,2.43e+03
794,1.88,2.44e+03
795,1.9,2.45e+03
796,1.88,2.45e+03
797,1.88,2.45e+03
798,1.9,2.45e+03
799,1.9,2.46e+03
800,1.88,2.44e+03
801,1.89,2.46e+03
802,1.88,2.46e+03
803,1.87,2.44e+03
804,1.89,2.44e+03
805,1.88,2.44e+03
806,1.89,2.43e+03
807,1.9,2.44e+03
808,1.89,2.43e+03
809,1.88,2.43e+03
810,1.88,2.43e+03
811,1.9,2.42e+03
812,1.89,2.43e+03
813,1.88,2.43e+03
814,1.89,2.43e+03
815,1.9,2.43e+03
816,1.91,2.43e+03
817,1.87,2.43e+03
818,1.89,2.45e+03
819,1.89,2.44e+03
820,1.89,2.45e+03
821,1.89,2.45e+03
822,1.89,2.43e+03
823,1.88,2.43e+03
824,1.9,2.44e+03
825,1.9,2.45e+03
826,1.88,2.44e+03
827,1.9,2.43e+03
828,1.89,2.43e+03
829,1.91,2.43e+03
830,1.89,2.43e+03
831,1.88,2.43e+03
832,1.89,2.43e+03
833,1.91,2.42e+03
834,1.88,2.43e+03
835,1.91,2.44e+03
836,1.89,2.44e+03
837,1.88,2.43e+03
838,1.89,2.44e+03
839,1.89,2.43e+03
840,1.88,2.43e+03
841,1.89,2.44e+03
842,1.9,2.43e+03
843,1.89,2.43e+03
844,1.88,2.44e+03
845,1.88,2.43e+03
846,1.88,2.43e+03
847,1.91,2.43e+03
848,1.89,2.43e+03
849,1.9,2.44e+03
850,1.89,2.43e+03
851,1.89,2.42e+03
852,1.88,2.43e+03
853,1.88,2.43e+03
854,1.89,2.43e+03
855,1.89,2.41e+03
856,1.88,2.42e+03
857,1.9,2.44e+03
858,1.88,2.44e+03
859,1.89,2.44e+03
860,1.89,2.44e+03
861,1.87,2.43e+03
862,1.87,2.43e+03
863,1.89,2.44e+03
864,1.88,2.42e+03
865,1.89,2.42e+03
866,1.9,2.43e+03
867,1.89,2.44e+03
868,1.9,2.44e+03
869,1.88,2.45e+03
870,1.89,2.44e+03
871,1.88,2.45e+03
872,1.89,2.45e+03
873,1.89,2.45e+03
874,1.87,2.44e+03
875,1.9,2.43e+03
876,1.89,2.43e+03
877,1.92,2.43e+03
878,1.89,2.42e+03
879,1.87,2.42e+03
880,1.9,2.44e+03
881,1.88,2.42e+03
882,1.88,2.42e+03
883,1.91,2.42e+03
884,1.89,2.43e+03
885,1.89,2.44e+03
886,1.89,2.44e+03
887,1.88,2.45e+03
888,1.88,2.45e+03
889,1.9,2.45e+03
890,1.88,2.45e+03
891,1.89,2.45e+03
892,1.89,2.44e+03
893,1.88,2.45e+03
894,1.89,2.45e+03
895,1.89,2.43e+03
896,1.88,2.43e+03
897,1.88,2.43e+03
898,1.89,2.43e+03
899,1.89,2.42e+03
900,1.88,2.43e+03
901,1.88,2.43e+03
902,1.9,2.43e+03
903,1.87,2.44e+03
904,1.88,2.43e+03
905,1.9,2.43e+03
906,1.9,2.44e+03
907,1.88,2.45e+03
908,1.89,2.44e+03
909,1.87,2.44e+03
910,1.88,2.44e+03
911,1.9,2.44e+03
912,1.87,2.44e+03
913,1.87,2.44e+03
914,1.89,2.44e+03
915,1.87,2.42e+03
916,1.9,2.44e+03
917,1.87,2.44e+03
918,1.89,2.43e+03
919,1.89,2.43e+03
920,1.89,2.43e+03
921,1.88,2.44e+03
922,1.87,2.44e+03
923,1.87,2.45e+03
924,1.89,2.44e+03
925,1.89,2.44e+03
926,1.9,2.44e+03
927,1.89,2.44e+03
928,1.9,2.43e+03
929,1.87,2.44e+03
930,1.89,2.44e+03
931,1.89,2.43e+03
932,1.89,2.44e+03
933,1.89,2.45e+03
934,1.91,2.44e+03
935,1.9,2.43e+03
936,1.89,2.44e+03
937,1.91,2.44e+03
938,1.88,2.44e+03
939,1.88,2.44e+03
940,1.89,2.43e+03
941,1.9,2.44e+03
942,1.9,2.44e+03
943,1.89,2.45e+03
944,1.88,2.45e+03
945,1.89,2.45e+03
946,1.9,2.44e+03
947,1.9,2.44e+03
948,1.88,2.43e+03
949,1.89,2.43e+03
950,1.87,2.44e+03
951,1.9,2.44e+03
952,1.87,2.42e+03
953,1.88,2.42e+03
954,1.88,2.42e+03
955,1.89,2.42e+03
956,1.91,2.43e+03
957,1.9,2.42e+03
958,1.88,2.42e+03
959,1.88,2.42e+03
960,1.9,2.44e+03
961,1.88,2.43e+03
962,1.9,2.44e+03
963,1.89,2.44e+03
964,1.88,2.44e+03
965,1.88,2.44e+03
966,1.9,2.45e+03
967,1.91,2.45e+03
968,1.88,2.44e+03
969,1.9,2.44e+03
970,1.89,2.43e+03
971,1.88,2.43e+03
972,1.9,2.44e+03
973,1.9,2.44e+03
974,1.89,2.44e+03
975,1.89,2.44e+03
976,1.86,2.44e+03
977,1.89,2.44e+03
978,1.9,2.44e+03
979,1.88,2.45e+03
980,1.9,2.44e+03
981,1.88,2.44e+03
982,1.88,2.43e+03
983,1.88,2.43e+03
984,1.89,2.42e+03
985,1.88,2.42e+03
986,1.89,2.42e+03
987,1.9,2.43e+03
988,1.88,2.44e+03
989,1.88,2.43e+03
990,1.88,2.44e+03
991,1.92,2.42e+03
992,1.9,2.42e+03
993,1.91,2.44e+03
994,1.88,2.44e+03
995,1.88,2.44e+03
996,1.9,2.44e+03
997,1.88,2.44e+03
998,1.89,2.44e+03
999,1.9,2.44e+03
1e+03,1.89,2.44e+03
1e+03,1.91,2.45e+03
1e+03,1.88,2.44e+03
1e+03,1.91,2.44e+03
1e+03,1.9,2.44e+03
1e+03,1.88,2.44e+03
1.01e+03,1.88,2.45e+03
1.01e+03,1.88,2.45e+03
1.01e+03,1.89,2.44e+03
1.01e+03,1.88,2.44e+03
1.01e+03,1.88,2.44e+03
1.01e+03,1.9,2.44e+03
1.01e+03,1.91,2.44e+03
1.01e+03,1.88,2.43e+03
1.01e+03,1.9,2.42e+03
1.02e+03,1.88,2.43e+03
1.02e+03,1.9,2.43e+03
1.02e+03,1.9,2.44e+03
1.02e+03,1.9,2.44e+03
1.02e+03,1.89,2.44e+03
1.02e+03,1.88,2.45e+03
1.02e+03,1.88,2.45e+03
1.02e+03,1.88,2.44e+03
1.02e+03,1.89,2.43e+03
1.02e+03,1.9,2.43e+03
1.02e+03,1.88,2.44e+03
1.03e+03,1.89,2.43e+03
1.03e+03,1.89,2.43e+03
1.03e+03,1.89,2.42e+03
1.03e+03,1.88,2.43e+03
1.03e+03,1.89,2.44e+03
1.03e+03,1.89,2.43e+03
1.03e+03,1.87,2.44e+03
1.03e+03,1.87,2.44e+03
1.03e+03,1.89,2.42e+03
1.04e+03,1.89,2.42e+03
1.04e+03,1.88,2.42e+03
1.04e+03,1.9,2.44e+03
1.04e+03,1.88,2.45e+03
1.04e+03,1.9,2.45e+03
1.04e+03,1.88,2.44e+03
1.04e+03,1.9,2.44e+03
1.04e+03,1.89,2.43e+03
1.04e+03,1.88,2.43e+03
1.04e+03,1.87,2.42e+03
1.04e+03,1.89,2.44e+03
1.05e+03,1.9,2.43e+03
1.05e+03,1.89,2.43e+03
1.05e+03,1.9,2.42e+03
1.05e+03,1.88,2.43e+03
1.05e+03,1.88,2.43e+03
1.05e+03,1.9,2.42e+03
1.05e+03,1.9,2.43e+03
1.05e+03,1.88,2.42e+03
1.05e+03,1.88,2.42e+03
1.06e+03,1.89,2.43e+03
1.06e+03,1.88,2.43e+03
1.06e+03,1.89,2.44e+03
1.06e+03,1.88,2.44e+03
1.06e+03,1.89,2.44e+03
1.06e+03,1.89,2.45e+03
1.06e+03,1.89,2.45e+03
