"Time";"pressure"
"2019-10-02T09:30:47+02:00";-0.5758
"2019-10-02T09:30:52+02:00";-0.5758
"2019-10-02T09:30:57+02:00";-0.6333
"2019-10-02T09:31:02+02:00";-0.5182
"2019-10-02T09:31:07+02:00";-0.5182
"2019-10-02T09:31:12+02:00";-0.6333
"2019-10-02T09:31:17+02:00";-0.6333
"2019-10-02T09:31:22+02:00";-0.6909
"2019-10-02T09:31:27+02:00";-0.6909
"2019-10-02T09:31:32+02:00";-0.5758
"2019-10-02T09:31:37+02:00";-0.5758
"2019-10-02T09:31:42+02:00";-0.5758
"2019-10-02T09:31:47+02:00";-0.5182
"2019-10-02T09:31:52+02:00";-0.5758
"2019-10-02T09:31:57+02:00";-0.5758
"2019-10-02T09:32:02+02:00";-0.5182
"2019-10-02T09:32:07+02:00";-0.5758
"2019-10-02T09:32:12+02:00";-0.5758
"2019-10-02T09:32:17+02:00";-0.5758
"2019-10-02T09:32:22+02:00";-0.5182
"2019-10-02T09:32:27+02:00";-0.5758
"2019-10-02T09:32:32+02:00";-0.5758
"2019-10-02T09:32:37+02:00";-0.5758
"2019-10-02T09:32:42+02:00";-0.5758
"2019-10-02T09:32:47+02:00";-0.5758
"2019-10-02T09:32:52+02:00";-0.5758
"2019-10-02T09:32:57+02:00";-0.5758
"2019-10-02T09:33:02+02:00";-0.5758
"2019-10-02T09:33:07+02:00";-0.5758
"2019-10-02T09:33:12+02:00";-0.5758
"2019-10-02T09:33:17+02:00";-0.5758
"2019-10-02T09:33:22+02:00";-0.6909
"2019-10-02T09:33:27+02:00";-0.6333
"2019-10-02T09:33:32+02:00";-0.6333
"2019-10-02T09:33:37+02:00";-0.5758
"2019-10-02T09:33:42+02:00";-0.5758
"2019-10-02T09:33:47+02:00";-0.5758
"2019-10-02T09:33:52+02:00";-0.5758
"2019-10-02T09:33:57+02:00";-0.5182
"2019-10-02T09:34:02+02:00";-0.5182
"2019-10-02T09:34:07+02:00";-0.5182
"2019-10-02T09:34:12+02:00";-0.6333
"2019-10-02T09:34:17+02:00";-0.6333
"2019-10-02T09:34:22+02:00";-0.6909
"2019-10-02T09:34:27+02:00";-0.5182
"2019-10-02T09:34:32+02:00";-0.5182
"2019-10-02T09:34:37+02:00";-0.6909
"2019-10-02T09:34:42+02:00";-0.6909
"2019-10-02T09:34:47+02:00";-0.6333
"2019-10-02T09:34:52+02:00";-0.6333
"2019-10-02T09:34:57+02:00";-0.6333
"2019-10-02T09:35:02+02:00";-0.6333
"2019-10-02T09:35:07+02:00";-0.6333
"2019-10-02T09:35:12+02:00";-0.6333
"2019-10-02T09:35:17+02:00";-0.6333
"2019-10-02T09:35:22+02:00";-0.5758
"2019-10-02T09:35:27+02:00";-0.6909
"2019-10-02T09:35:32+02:00";-0.5758
"2019-10-02T09:35:37+02:00";-0.5758
"2019-10-02T09:35:42+02:00";-0.5758
"2019-10-02T09:35:47+02:00";-0.5758
"2019-10-02T09:35:52+02:00";-0.6333
"2019-10-02T09:35:57+02:00";-0.6333
"2019-10-02T09:36:02+02:00";-0.5758
"2019-10-02T09:36:07+02:00";-0.5758
"2019-10-02T09:36:12+02:00";-0.5758
"2019-10-02T09:36:17+02:00";-0.5758
"2019-10-02T09:36:22+02:00";-0.5182
"2019-10-02T09:36:27+02:00";-0.6333
"2019-10-02T09:36:32+02:00";-0.6333
"2019-10-02T09:36:37+02:00";-0.6333
"2019-10-02T09:36:42+02:00";-0.6333
"2019-10-02T09:36:47+02:00";-0.6333
"2019-10-02T09:36:52+02:00";-0.6333
"2019-10-02T09:36:57+02:00";-0.6333
"2019-10-02T09:37:02+02:00";-0.6909
"2019-10-02T09:37:07+02:00";-0.6909
"2019-10-02T09:37:12+02:00";-0.6333
"2019-10-02T09:37:17+02:00";-0.6333
"2019-10-02T09:37:22+02:00";-0.6909
"2019-10-02T09:37:27+02:00";-0.5182
"2019-10-02T09:37:32+02:00";-0.6333
"2019-10-02T09:37:37+02:00";-0.6333
"2019-10-02T09:37:42+02:00";-0.6333
"2019-10-02T09:37:47+02:00";-0.6333
"2019-10-02T09:37:52+02:00";-0.6333
"2019-10-02T09:37:57+02:00";-0.6909
"2019-10-02T09:38:02+02:00";-0.6333
"2019-10-02T09:38:07+02:00";-0.6333
"2019-10-02T09:38:12+02:00";-0.6333
"2019-10-02T09:38:17+02:00";-0.6333
"2019-10-02T09:38:22+02:00";-0.7485
"2019-10-02T09:38:27+02:00";-0.6909
"2019-10-02T09:38:32+02:00";-0.5758
"2019-10-02T09:38:37+02:00";-0.5758
"2019-10-02T09:38:42+02:00";-0.5758
"2019-10-02T09:38:47+02:00";-0.6909
"2019-10-02T09:38:52+02:00";-0.6333
"2019-10-02T09:38:57+02:00";-0.6909
"2019-10-02T09:39:02+02:00";-0.6909
"2019-10-02T09:39:07+02:00";-0.6909
"2019-10-02T09:39:12+02:00";-0.6333
"2019-10-02T09:39:17+02:00";-0.6333
"2019-10-02T09:39:22+02:00";-0.6333
"2019-10-02T09:39:27+02:00";-0.6333
"2019-10-02T09:39:32+02:00";-0.5758
"2019-10-02T09:39:37+02:00";-0.5758
"2019-10-02T09:39:42+02:00";-0.5758
"2019-10-02T09:39:47+02:00";-0.6333
"2019-10-02T09:39:52+02:00";-0.5758
"2019-10-02T09:39:57+02:00";-0.5182
"2019-10-02T09:40:02+02:00";-0.5758
"2019-10-02T09:40:07+02:00";-0.6909
"2019-10-02T09:40:12+02:00";-0.6909
"2019-10-02T09:40:17+02:00";-0.6909
"2019-10-02T09:40:22+02:00";-0.6333
"2019-10-02T09:40:27+02:00";-0.6333
"2019-10-02T09:40:32+02:00";-0.6333
"2019-10-02T09:40:37+02:00";-0.6333
"2019-10-02T09:40:42+02:00";-0.6333
"2019-10-02T09:40:47+02:00";-0.5182
"2019-10-02T09:40:52+02:00";-0.5758
"2019-10-02T09:40:57+02:00";-0.6909
"2019-10-02T09:41:02+02:00";-0.6909
"2019-10-02T09:41:07+02:00";-0.5758
"2019-10-02T09:41:12+02:00";-0.6909
"2019-10-02T09:41:17+02:00";-0.6909
"2019-10-02T09:41:22+02:00";-0.5758
"2019-10-02T09:41:27+02:00";-0.6909
"2019-10-02T09:41:32+02:00";-0.5758
"2019-10-02T09:41:37+02:00";-0.6333
"2019-10-02T09:41:42+02:00";-0.6333
"2019-10-02T09:41:47+02:00";-0.5758
"2019-10-02T09:41:52+02:00";-0.5758
"2019-10-02T09:41:57+02:00";-0.6909
"2019-10-02T09:42:02+02:00";-0.6909
"2019-10-02T09:42:07+02:00";-0.6909
"2019-10-02T09:42:12+02:00";-0.5758
"2019-10-02T09:42:17+02:00";-0.5758
"2019-10-02T09:42:22+02:00";-0.5758
"2019-10-02T09:42:27+02:00";-0.6909
"2019-10-02T09:42:32+02:00";-0.5758
"2019-10-02T09:42:37+02:00";-0.5758
"2019-10-02T09:42:42+02:00";-0.5758
"2019-10-02T09:42:47+02:00";-0.5182
"2019-10-02T09:42:52+02:00";-0.6909
"2019-10-02T09:42:57+02:00";-0.5758
"2019-10-02T09:43:02+02:00";-0.6909
"2019-10-02T09:43:07+02:00";-0.6909
"2019-10-02T09:43:12+02:00";-0.5758
"2019-10-02T09:43:17+02:00";-0.5758
"2019-10-02T09:43:22+02:00";-0.5758
"2019-10-02T09:43:27+02:00";-0.5182
"2019-10-02T09:43:32+02:00";-0.5758
"2019-10-02T09:43:37+02:00";-0.5758
"2019-10-02T09:43:42+02:00";-0.5758
"2019-10-02T09:43:47+02:00";-0.5758
"2019-10-02T09:43:52+02:00";-0.6333
"2019-10-02T09:43:57+02:00";-0.4606
"2019-10-02T09:44:02+02:00";-0.4606
"2019-10-02T09:44:07+02:00";-0.5758
"2019-10-02T09:44:12+02:00";-0.6333
"2019-10-02T09:44:17+02:00";-0.6333
"2019-10-02T09:44:22+02:00";-0.6333
"2019-10-02T09:44:27+02:00";-0.5758
"2019-10-02T09:44:32+02:00";-0.5758
"2019-10-02T09:44:37+02:00";-0.5758
"2019-10-02T09:44:42+02:00";-0.5758
"2019-10-02T09:44:47+02:00";-0.5758
"2019-10-02T09:44:52+02:00";-0.5758
"2019-10-02T09:44:57+02:00";-0.5758
"2019-10-02T09:45:02+02:00";-0.5182
"2019-10-02T09:45:07+02:00";-0.5182
"2019-10-02T09:45:12+02:00";-0.5182
"2019-10-02T09:45:17+02:00";-0.5182
"2019-10-02T09:45:22+02:00";-0.6909
"2019-10-02T09:45:27+02:00";-0.5758
"2019-10-02T09:45:32+02:00";-0.6333
"2019-10-02T09:45:37+02:00";-0.6333
"2019-10-02T09:45:42+02:00";-0.6333
"2019-10-02T09:45:47+02:00";-0.5182
"2019-10-02T09:45:52+02:00";-0.5758
"2019-10-02T09:45:57+02:00";-0.6333
"2019-10-02T09:46:02+02:00";-0.6333
"2019-10-02T09:46:07+02:00";-0.6333
"2019-10-02T09:46:12+02:00";-0.5758
"2019-10-02T09:46:17+02:00";-0.5758
"2019-10-02T09:46:22+02:00";-0.5182
"2019-10-02T09:46:27+02:00";-0.6333
"2019-10-02T09:46:32+02:00";-0.5758
"2019-10-02T09:46:37+02:00";-0.5758
"2019-10-02T09:46:42+02:00";-0.5758
"2019-10-02T09:46:47+02:00";-0.6333
"2019-10-02T09:46:52+02:00";-0.5182
"2019-10-02T09:46:57+02:00";-0.5758
"2019-10-02T09:47:02+02:00";-0.5758
"2019-10-02T09:47:07+02:00";-0.6333
"2019-10-02T09:47:12+02:00";-0.5758
"2019-10-02T09:47:17+02:00";-0.5758
"2019-10-02T09:47:22+02:00";-0.6909
"2019-10-02T09:47:27+02:00";-0.6333
"2019-10-02T09:47:32+02:00";-0.5758
"2019-10-02T09:47:37+02:00";-0.5758
"2019-10-02T09:47:42+02:00";-0.5758
"2019-10-02T09:47:47+02:00";-0.5758
"2019-10-02T09:47:52+02:00";-0.5758
"2019-10-02T09:47:57+02:00";-0.6909
"2019-10-02T09:48:02+02:00";-0.5758
"2019-10-02T09:48:07+02:00";-0.5758
"2019-10-02T09:48:12+02:00";-0.5182
"2019-10-02T09:48:17+02:00";-0.5182
"2019-10-02T09:48:22+02:00";-0.6333
